Recency,Frequency,Price_Sum,Price_Mean,Spend_90,Spend_90_flag,Labels,KNN_Predict_Prob,SVC_Predict_Prob,AB_Predict_Prob,RF_Predict_Prob,DT_Predict_Prob,Price_Pre,Price_Pre2,AVSP,AVSP2
-9.0,66,18.59681818181818,1227.39,576.5699999999999,1.0,1,0.875,0.7913837971395147,0.9929673774426894,0.8421336836382932,0.7247696819628477,674.1241666666668,622.3523333333341,-97.5541666666669,-45.78233333333412
-93.0,100,18.3931,1839.31,0.0,0.0,4,0.75,0.8252954232631787,1.2193694860908122e-12,0.325192891563239,0.3799506039918276,0.0,0.0,0.0,0.0
-30.0,14,20.90642857142857,292.69,273.47,1.0,1,0.625,0.4928242262692281,0.9996202277118136,0.6591082262847293,0.5227790082365583,439.8683333333335,368.495266666667,-166.39833333333348,-95.02526666666704
-246.0,10,40.190000000000005,401.9,0.0,0.0,3,0.25,0.372447610749414,1.136567934970772e-11,0.1726727202446917,0.1209575789258988,0.0,0.0,0.0,0.0
-57.0,70,23.83342857142858,1668.3400000000006,1112.3200000000002,1.0,1,0.75,0.8212003688550045,0.9998438345619798,0.8436522668393487,0.7103153273432554,914.7694000000002,1161.6873000000016,197.55059999999992,-49.36730000000148
-154.0,39,27.207692307692312,1061.1,521.5,1.0,2,0.75,0.665598795003188,0.9995293691791852,0.6985085605961068,0.3645107057257717,373.7085,536.0174666666667,147.79149999999998,-14.517466666666678
-126.0,21,18.146666666666665,381.08,891.4000000000001,1.0,2,0.5,0.4610437125561834,0.9992216529899208,0.5853234557104456,0.3141128548948397,284.92363333333344,699.7629999999992,606.4763666666666,191.63700000000085
-21.0,98,19.201734693877547,1881.7699999999995,1116.5100000000002,1.0,1,0.625,0.8551897398907683,0.9998786374825076,0.8590455189281504,0.8040663550080249,917.553066666667,1017.9424666666666,198.95693333333327,98.5675333333336
-44.0,70,17.35442857142857,1214.81,1195.09,1.0,1,0.875,0.7728531703395147,0.999836801815988,0.8418571606801121,0.6998000691071096,676.4457333333337,966.8813333333314,518.6442666666662,228.20866666666848
-28.0,59,18.790677966101697,1108.65,0.0,0.0,4,0.75,0.7596077359023201,3.931535858023313e-12,0.3231260063588086,0.3093658617876939,0.0,0.0,0.0,0.0
-212.0,5,16.86,84.3,0.0,0.0,3,0.125,0.2810193531984989,7.806681267680475e-12,0.1726727202446917,0.1250658580775207,0.0,0.0,0.0,0.0
-232.0,11,20.509090909090908,225.6,0.0,0.0,3,0.375,0.3214920455715613,1.136567934970772e-11,0.1726727202446917,0.1255056409587663,0.0,0.0,0.0,0.0
-57.0,54,31.6738888888889,1710.3900000000006,0.0,0.0,4,0.75,0.8202646014578298,2.8319004995252173e-12,0.328239870803971,0.30050202656829,0.0,0.0,0.0,0.0
-31.0,52,28.59038461538461,1486.7,1794.0500000000004,1.0,1,0.875,0.8103415596695879,0.9998320084810473,0.8320486310948307,0.6856878058380989,849.0326333333338,1438.3312999999982,945.0173666666666,355.7187000000022
-43.0,64,21.99,1407.36,300.76,1.0,2,0.75,0.7990559637684537,0.9969176401265109,0.8436874813180009,0.576195456823117,440.3243000000001,383.7361333333336,-139.56430000000006,-82.97613333333362
-7.0,89,23.629999999999995,2103.07,739.5000000000001,1.0,1,0.875,0.8671686125954602,0.9941529694435,0.8574263177335643,0.8077587893985577,991.2354333333332,891.4294666666664,-251.73543333333305,-151.92946666666626
-26.0,65,95.4173846153846,6202.129999999999,4854.800000000001,1.0,2,1.0,0.7684901001924952,0.9971916575802052,0.8465907126097997,0.8264870726232482,1746.1102333333338,3233.6371333333304,3108.6897666666678,1621.1628666666709
-210.0,28,24.32428571428571,681.0799999999999,0.0,0.0,3,0.625,0.5105886842110203,1.513102287899589e-11,0.2006804107073519,0.1751233565399121,0.0,0.0,0.0,0.0
-46.0,45,19.79422222222222,890.7399999999999,336.14,1.0,2,0.75,0.6970941979936707,0.9957638152632814,0.7828945510841452,0.4914776024611591,367.0663333333334,374.7829999999998,-30.92633333333339,-38.6429999999998
-145.0,30,16.665000000000003,499.9500000000001,194.2,1.0,2,0.125,0.5,0.9992540912289692,0.5872727939945761,0.3222119758271676,284.92363333333344,219.00134666666693,-90.72363333333344,-24.801346666666944
-126.0,18,31.245,562.41,0.0,0.0,0,0.375,0.5251794751174123,8.376582820881699e-08,0.4168271086783776,0.5694025304273516,0.0,0.0,0.0,0.0
-8.0,661,153.3063993948561,101335.52999999988,22389.92,1.0,1,1.0,0.7917293773485318,0.9948515422800996,0.8670868870632675,0.9999999999999908,34945.20469999997,38428.6861333333,-12555.284699999977,-16038.766133333302
-15.0,153,18.079542483660138,2766.170000000001,812.6299999999999,1.0,1,1.0,0.878320074933988,0.9944848704519014,0.8619134055431378,0.903596479628724,1154.817633333333,1246.3948666666686,-342.18763333333345,-433.7648666666687
-21.0,34,19.664117647058816,668.5799999999997,0.0,0.0,4,0.5,0.646648785822435,1.2154339035681246e-12,0.2098922001076226,0.2416787531011781,0.0,0.0,0.0,0.0
-23.0,37,16.9672972972973,627.7900000000001,178.48,1.0,1,0.625,0.6368788357005591,0.999745136229018,0.7064398522674001,0.6107693486121656,473.4165000000002,387.7148333333338,-294.93650000000025,-209.2348333333338
-4.0,39,20.60410256410256,803.5599999999998,0.0,0.0,2,0.5,0.6987322345520104,0.837258483635246,0.7788770280651582,0.5185604156594353,30.66153333333333,17.93553333333334,-30.66153333333333,-17.93553333333334
-7.0,109,15.050183486238533,1640.47,208.64000000000004,1.0,1,0.875,0.847099502486094,0.9944848704519014,0.8595208638387142,0.8224460995617676,908.6856333333336,465.7441666666664,-700.0456333333336,-257.1041666666664
-71.0,30,58.69866666666666,1760.9599999999998,0.0,0.0,4,0.625,0.8082669399353896,4.0267396332522025e-13,0.2706992047671376,0.2380557832801373,0.0,0.0,0.0,0.0
-103.0,30,19.42433333333333,582.7299999999999,0.0,0.0,4,0.25,0.5577903849754454,2.4589631216407e-13,0.1787287597165098,0.1701440089253069,0.0,0.0,0.0,0.0
-260.0,13,18.96538461538462,246.55000000000007,461.8200000000001,1.0,1,0.5,0.3124675256488213,0.999355553927336,0.5838157740940004,0.2710139644282112,326.4206999999999,384.4211999999998,135.39930000000015,77.39880000000022
-17.0,285,26.206526315789485,7468.860000000003,408.34,1.0,1,1.0,0.8179271823981257,0.9948515422800996,0.8670868870632675,0.991741907224426,2844.599100000001,1605.4973999999988,-2436.2591000000007,-1197.1573999999987
-81.0,70,40.64114285714287,2844.880000000001,905.52,1.0,1,1.0,0.8437013394970981,0.999838548041005,0.8334503063979524,0.7451497484326024,1155.602233333333,890.984200000001,-250.08223333333308,14.535799999998972
-28.0,189,25.415396825396822,4803.51,1612.8799999999997,1.0,1,0.875,0.8009098463148709,0.999886747073234,0.8661694844751385,0.9553490368222434,1911.7541666666675,1754.9593333333355,-298.87416666666786,-142.07933333333585
-79.0,76,52.85078947368422,4016.6600000000008,1042.66,1.0,1,0.625,0.8037927989242107,0.9998397726460536,0.8352980576570294,0.8073534191776212,1548.2544000000007,1355.5813333333358,-505.59440000000063,-312.9213333333357
0.0,228,28.049254385964893,6395.229999999996,6980.639999999999,1.0,1,1.0,0.7919219864451081,0.9948515422800996,0.8670868870632675,0.9820014752562704,2704.1292,5271.71073333334,4276.5108,1708.9292666666595
-158.0,20,12.265,245.3,519.8899999999999,1.0,2,0.5,0.3857296678253952,0.9992271969120504,0.5838157740940004,0.2749586457990585,265.0394333333334,428.5642666666663,254.85056666666645,91.32573333333356
-176.0,19,209.42052631578943,3978.9899999999993,3850.9,1.0,2,0.75,0.7327560228106852,0.9994043340290796,0.6640600607237976,0.4407617152748781,1269.9891000000005,2880.3635333333395,2580.9109,970.5364666666604
-8.0,16,31.813125000000003,509.0100000000001,0.0,0.0,2,0.5,0.5919798083928814,0.7432764345246308,0.6581944569203224,0.434055364779879,22.06073333333333,3.3226,-22.06073333333333,-3.3226
-7.0,103,26.763689320388348,2756.66,2140.0000000000014,1.0,1,0.875,0.8742022843103359,0.9944848704519014,0.8599205390483656,0.8512785953189349,1154.817633333333,1859.5341666666664,985.182366666668,280.4658333333348
-49.0,49,18.164693877551016,890.0699999999998,2016.78,1.0,1,0.875,0.6966648639423869,0.9997884122273732,0.8181253381236986,0.6275085387119816,565.2695333333334,1572.7393999999986,1451.5104666666666,444.0406000000014
-275.0,11,15.77727272727273,173.55,0.0,0.0,3,0.625,0.277497322794781,7.806681267680475e-12,0.1726727202446917,0.1043543377193198,0.0,0.0,0.0,0.0
-30.0,105,25.021619047619048,2627.27,2378.19,1.0,1,1.0,0.8686148009987447,0.9998786374825076,0.8590031364602366,0.835897531403867,1151.5847666666664,2009.717800000002,1226.6052333333337,368.4721999999981
-152.0,26,18.326538461538465,476.49,0.0,0.0,0,0.125,0.4808499766763364,8.279573118443629e-08,0.4141217747465376,0.5570421009413418,0.0,0.0,0.0,0.0
0.0,132,20.64075757575758,2724.5800000000004,1342.71,1.0,1,1.0,0.8804032857281218,0.9944848704519014,0.8619134055431378,0.8884993168352122,1154.817633333333,1342.5274666666658,187.8923666666667,0.1825333333342769
-65.0,8,24.735,197.88,0.0,0.0,4,0.375,0.4233696864726254,1.3512523134925746e-13,0.1772723267250212,0.1493729409585653,0.0,0.0,0.0,0.0
-56.0,196,26.56030612244899,5205.8200000000015,3727.7,1.0,1,1.0,0.7800775865144729,0.999869785966233,0.8607327745247381,0.9572232459559452,2190.0523,3331.6428666666725,1537.6477,396.0571333333273
-43.0,43,16.44395348837209,707.0899999999999,0.0,0.0,4,0.5,0.6474880614077008,1.8597254982986208e-12,0.2491778234672168,0.2424652517573759,0.0,0.0,0.0,0.0
-36.0,71,30.65295774647886,2176.359999999999,290.49999999999994,1.0,2,0.875,0.8561214981246253,0.9971702509216592,0.8463320157714236,0.6459433084727335,641.9446666666671,582.08,-351.4446666666672,-291.5800000000001
-17.0,90,24.86944444444445,2238.2500000000005,915.6400000000002,1.0,2,1.0,0.8674128746363148,0.9004008942090331,0.8562983517614197,0.7122534696619589,317.51626666666675,604.1489333333332,598.1237333333335,311.49106666666705
-38.0,29,28.71034482758621,832.6,1085.1799999999998,1.0,2,0.875,0.6795577641199984,0.9946016609200168,0.7353600504382848,0.4540468382716863,367.0663333333334,750.9306666666649,718.1136666666664,334.2493333333349
-193.0,19,23.25894736842105,441.92,505.4800000000001,1.0,2,0.5,0.4331561086229372,0.9992163543931636,0.5838157740940004,0.2500698814746382,284.92363333333344,451.7152666666672,220.55636666666663,53.764733333332856
-3.0,35,23.625142857142865,826.8800000000001,0.0,0.0,2,0.5,0.7035656509012307,0.837258483635246,0.7717406061007516,0.5102938300023186,30.66153333333333,0.2572666666666665,-30.66153333333333,-0.2572666666666665
-203.0,44,16.847954545454538,741.3099999999997,382.7000000000001,1.0,1,0.625,0.5442615925076928,0.9995661669473128,0.6941219104111201,0.4311952973271278,498.2435666666668,492.5574333333327,-115.54356666666672,-109.85743333333266
-84.0,64,15.224843749999993,974.3899999999996,329.24,1.0,2,0.5,0.7004845546638371,0.9961620136646098,0.8201415474303864,0.5032868470066413,368.8389333333334,525.1126,-39.59893333333338,-195.87260000000003
-15.0,21,37.16904761904762,780.55,431.5,1.0,1,1.0,0.6750273256754722,0.987719867956072,0.7379976513921608,0.5858452598537697,542.1126666666665,529.7067999999998,-110.61266666666654,-98.20679999999982
-78.0,26,16.959230769230768,440.94,292.95,1.0,1,0.625,0.522691442713599,0.9996188693548932,0.6501763230763998,0.5087743105020784,464.7872666666668,501.0105333333324,-171.83726666666684,-208.0605333333324
-52.0,40,18.101,724.04,0.0,0.0,4,0.625,0.6451363838057711,1.0516790710385453e-12,0.2567523215290706,0.2299252022008054,0.0,0.0,0.0,0.0
-1.0,315,32.754285714285665,10317.599999999984,8423.320000000003,1.0,1,0.875,0.8408735723092919,0.9948515422800996,0.8670868870632675,0.9972391508736824,4499.970666666664,6880.255033333319,3923.349333333339,1543.064966666684
-47.0,294,15.74363945578233,4628.630000000005,1600.8499999999997,1.0,1,1.0,0.8133677474106465,0.999886747073234,0.865407480019425,0.982614910453454,1723.3861666666678,1882.3242000000016,-122.53616666666836,-281.47420000000216
-23.0,73,15.202602739726029,1109.79,1738.44,1.0,1,0.875,0.7667439136565831,0.9998208317886168,0.8385302503833206,0.7209660747663919,638.6735000000001,1567.5427333333353,1099.7665,170.8972666666648
-7.0,273,15.43384615384616,4213.440000000001,2903.03,1.0,1,1.0,0.8423823384233329,0.9948515422800996,0.8670868870632675,0.9800623684878392,1524.819566666667,2403.1566000000043,1378.2104333333332,499.8733999999959
-36.0,132,23.189166666666686,3060.9700000000025,3485.610000000001,1.0,1,0.75,0.8642487489134377,0.9998786374825076,0.8609960029550088,0.8800490298769048,1273.4116333333334,2766.835199999999,2212.1983666666674,718.774800000002
0.0,207,42.18019323671499,8731.300000000003,4385.71,1.0,1,1.0,0.845043249117255,0.9948515422800996,0.8670868870632675,0.9873846686602604,3305.3462000000013,4093.194300000001,1080.3637999999987,292.515699999999
-52.0,114,18.815350877192987,2144.9500000000007,1136.6799999999998,1.0,1,1.0,0.8574608892503324,0.9998634937487166,0.8572322998217556,0.8179953429233733,1023.4816666666665,1339.974666666664,113.19833333333338,-203.29466666666417
-88.0,158,25.925949367088613,4096.300000000001,1494.5599999999995,1.0,1,1.0,0.8103372534289117,0.9998568325358824,0.8433135019909872,0.9075670514911944,1489.2212666666674,1833.4146666666663,5.338733333332129,-338.85466666666684
-7.0,56,27.9832142857143,1567.0600000000009,760.0699999999999,1.0,1,1.0,0.8298066293486537,0.992652614104476,0.8358359708198998,0.7217228618864254,897.1393333333336,830.1840666666684,-137.0693333333337,-70.11406666666846
-9.0,285,12.725087719298244,3626.65,868.6200000000001,1.0,1,0.875,0.8696894980438378,0.994812390830664,0.8665869858045951,0.9794663121552668,1410.4494666666667,1262.8454666666653,-541.8294666666666,-394.2254666666652
-245.0,15,22.328666666666663,334.92999999999995,0.0,0.0,3,0.375,0.3565317870765524,1.3666946602043852e-11,0.1726727202446917,0.126428679245995,0.0,0.0,0.0,0.0
-2.0,165,21.53084848484848,3552.589999999999,1865.3399999999997,1.0,1,1.0,0.8621736351858094,0.9944848704519014,0.862978302553134,0.9320915480069574,1424.4256000000005,1665.9531333333318,440.9143999999992,199.38686666666763
-14.0,9,14.043333333333331,126.39,136.82,1.0,2,0.625,0.4336841078437153,0.7311841545801895,0.6563277718849997,0.3888637587552478,18.26363333333333,56.4105333333333,118.55636666666666,80.4094666666667
-74.0,23,18.121304347826086,416.79,0.0,0.0,4,0.375,0.5145713809847314,2.4589631216407e-13,0.1768373116489396,0.1729031625627189,0.0,0.0,0.0,0.0
-66.0,56,14.641250000000008,819.9100000000004,319.43999999999994,1.0,1,0.875,0.6699035643357483,0.9997846349524496,0.806331850518935,0.6226386054462499,561.718,386.8343333333335,-242.278,-67.39433333333352
-15.0,32,55.43249999999999,1773.8399999999997,2432.4300000000003,1.0,1,0.75,0.8341275585302736,0.9885650378604552,0.7530661401086239,0.6684801824118437,952.1019,1971.0313999999971,1480.3281000000002,461.3986000000029
-224.0,160,13.0605,2089.68,0.0,0.0,3,0.5,0.7943105591969121,8.832311335984563e-12,0.3206935424662626,0.5316545189809919,0.0,0.0,0.0,0.0
-4.0,147,25.332448979591835,3723.87,0.0,0.0,2,0.875,0.8523736667034102,0.9004008942090331,0.858690893465843,0.8739118708550558,346.0363000000001,176.52926666666676,-346.0363000000001,-176.52926666666676
-246.0,1,-1126.0,-1126.0,0.0,0.0,3,0.125,0.1320700183922509,5.973713924686419e-12,0.1726727202446917,0.1446484144921709,0.0,0.0,0.0,0.0
-210.0,1,-4.5,-4.5,0.0,0.0,3,0.375,0.2553939975454958,6.534589741579916e-12,0.1726727202446917,0.120498269043784,0.0,0.0,0.0,0.0
-141.0,23,3.195652173913045,73.50000000000003,0.0,0.0,0,0.25,0.3341116601812164,1.194219724421403e-07,0.4134527420266096,0.5388830539644082,0.0,0.0,0.0,0.0
-43.0,23,54.69826086956522,1258.06,0.0,0.0,4,0.625,0.7602647726592913,2.7873454614772963e-13,0.2836781494661959,0.2258531131224399,0.0,0.0,0.0,0.0
-193.0,7,25.214285714285715,176.5,0.0,0.0,0,0.25,0.329174217297354,7.971876397233187e-08,0.4134527420266096,0.4407939616738382,0.0,0.0,0.0,0.0
-51.0,33,29.774848484848487,982.57,0.0,0.0,4,0.5,0.7101513532872379,1.0516790710385453e-12,0.2746500437762449,0.228112567527553,0.0,0.0,0.0,0.0
-21.0,35,17.494000000000003,612.2900000000001,-25.5,1.0,2,0.625,0.6319006282876048,0.994940844265802,0.697953752116146,0.4769610464258156,195.1397,99.87126666666664,-220.6397,-125.37126666666664
-176.0,51,19.95450980392157,1017.6800000000002,0.0,0.0,0,0.625,0.6459760257388621,5.798092120401383e-06,0.562673024669752,0.6260386467423475,0.0,0.0,0.0,0.0
-262.0,16,23.98125,383.7,0.0,0.0,3,0.5,0.3625592417707083,1.3666946602043852e-11,0.1726727202446917,0.1203128436771546,0.0,0.0,0.0,0.0
-89.0,13,44.86153846153847,583.2,728.86,1.0,2,0.5,0.5534962183604747,0.9923271525038682,0.6520430081117226,0.3409961462992407,296.8838000000001,536.72988,431.9761999999999,192.13012000000003
-35.0,184,8.362499999999997,1538.6999999999996,926.19,1.0,1,0.875,0.8407883869055152,0.9998858814490555,0.8652699080068146,0.8971628270318974,889.8997000000005,926.9045666666672,36.29029999999944,-0.7145666666673378
-19.0,18,18.04611111111111,324.83,1732.06,1.0,1,0.875,0.5168328393173369,0.9996273758526448,0.6595502839622945,0.548210648612211,460.2422000000002,1434.3659333333324,1271.8177999999998,297.6940666666676
-51.0,124,16.081451612903226,1994.1,588.4100000000001,1.0,2,0.875,0.8540762682381074,0.9972970244437234,0.855612041237133,0.7405193082653544,565.3268000000004,595.5872000000012,23.08319999999969,-7.177200000001108
-51.0,38,15.78105263157895,599.6800000000001,0.0,0.0,4,0.25,0.6064391158469874,5.706042849623597e-13,0.2016670485563294,0.2218359837185054,0.0,0.0,0.0,0.0
-16.0,63,16.15476190476191,1017.7500000000002,727.82,1.0,1,0.625,0.7500055729328675,0.9918788476706132,0.8370095399762312,0.701249177772387,585.2559666666667,725.3458666666685,142.56403333333333,2.474133333331565
-71.0,116,26.917931034482763,3122.4800000000005,1363.2400000000002,1.0,1,0.875,0.8495087552062089,0.9998594748493654,0.8415174033132754,0.8426033746383452,1285.813333333333,1431.159533333332,77.42666666666719,-67.91953333333186
-3.0,29,17.941379310344825,520.3,796.3599999999998,1.0,1,0.5,0.6093948859261978,0.9832537065491794,0.6614169689976173,0.6062163626169094,459.9970333333334,762.5928000000002,336.3629666666664,33.76719999999955
-203.0,15,18.994666666666667,284.92,63.790000000000006,1.0,2,0.625,0.3668876094399451,0.9990871597791376,0.5838157740940004,0.2273789145627542,281.21696666666674,163.24166666666704,-217.42696666666671,-99.45166666666704
-21.0,68,18.76720588235295,1276.1700000000003,646.1100000000001,1.0,1,1.0,0.7932369444101485,0.9998450131817432,0.8422458659546009,0.7203196711996303,675.7468333333335,761.4392000000004,-29.63683333333336,-115.32920000000024
-17.0,48,24.645833333333325,1182.9999999999995,440.63,1.0,2,0.5,0.7748396175325521,0.8505745672516768,0.8190751788367797,0.550246393940906,50.51836666666666,133.8373333333333,390.1116333333333,306.7926666666667
-39.0,63,17.28857142857143,1089.18,0.0,0.0,4,0.75,0.7511546128441964,2.419481510512096e-12,0.3314197451543244,0.3066158555928673,0.0,0.0,0.0,0.0
0.0,34,21.069117647058828,716.3500000000001,0.0,0.0,2,0.75,0.6750453577043986,0.8352516132177814,0.7402911696377038,0.5045510968021221,31.4896,16.280466666666666,-31.4896,-16.280466666666666
-171.0,231,12.129177489177485,2801.839999999999,1050.66,1.0,1,0.875,0.838175471984974,0.9997684212752674,0.7758471375114852,0.9126723572431966,1147.3273333333332,1233.2186000000013,-96.66733333333308,-182.5586000000012
-1.0,322,28.51291925465837,9181.159999999996,4127.88,1.0,1,1.0,0.849557710946568,0.9948515422800996,0.8670868870632675,0.996593828475834,3683.0314,4262.9193000000005,444.8485999999998,-135.03930000000037
-82.0,28,19.147857142857134,536.1399999999999,445.0399999999999,1.0,1,0.625,0.5558931546725894,0.99961155809523,0.6520430081117226,0.5150638253102852,467.2231666666668,657.7220666666653,-22.183166666666978,-212.6820666666655
-168.0,34,18.475,628.15,372.24,1.0,2,0.625,0.5275165230647838,0.9994827053592846,0.6195908904762483,0.3150625990359824,348.3079333333333,389.2762666666662,23.932066666666685,-17.036266666666165
-106.0,8,25.975,207.8,0.0,0.0,0,0.25,0.3982451412998394,3.008198200592308e-06,0.4397762757658174,0.5450780922501846,0.0,0.0,0.0,0.0
-75.0,5,19.04,95.2,0.0,0.0,4,0.25,0.374641713857693,1.3512523134925746e-13,0.1768373116489396,0.1371127219527179,0.0,0.0,0.0,0.0
-266.0,10,16.8,168.0,0.0,0.0,3,0.375,0.280309270756558,7.806681267680475e-12,0.1726727202446917,0.1070977490095616,0.0,0.0,0.0,0.0
-19.0,138,17.27021739130435,2383.2900000000004,1268.9599999999998,1.0,1,0.75,0.875959021980145,0.9998786374825076,0.861438060632574,0.8772510012102163,1118.7193666666665,1380.2948666666657,150.24063333333334,-111.33486666666568
-60.0,67,4.670149253731341,312.89999999999986,290.8099999999999,1.0,2,0.375,0.5,0.9946640259037088,0.7440979693187818,0.4986520364625357,284.92363333333344,271.7950666666668,5.886366666666447,19.01493333333309
-67.0,29,310.37793103448274,9000.96,2990.0,1.0,1,1.0,0.8369692137550155,0.99973535934548,0.7353793341473653,0.8910558612664905,4255.017700000002,5331.584599999999,-1265.0177000000022,-2341.584599999999
-219.0,22,24.373181818181816,536.2099999999999,0.0,0.0,3,0.125,0.4500151237750691,1.3666946602043852e-11,0.173209251132836,0.1557171412977785,0.0,0.0,0.0,0.0
-9.0,83,16.911927710843372,1403.6899999999998,697.7,1.0,1,0.75,0.818813193127562,0.9929673774426894,0.8498161256137766,0.7669770495912845,754.0329666666671,710.8235333333322,-56.33296666666706,-13.123533333332148
-211.0,16,14.928125,238.85,0.0,0.0,3,0.5,0.3462540169626347,1.3633783688522702e-11,0.1726727202446917,0.1436049137598808,0.0,0.0,0.0,0.0
-35.0,78,20.579871794871792,1605.2299999999998,2176.5100000000007,1.0,1,0.875,0.8269348155981486,0.9998577491576718,0.8509023778491226,0.7441968145908302,898.8665333333338,1687.9349333333355,1277.6434666666669,488.5750666666652
-170.0,21,21.75714285714286,456.9000000000001,0.0,0.0,0,0.0,0.4570511428032177,8.299712409986399e-08,0.4141217747465376,0.5217426439608025,0.0,0.0,0.0,0.0
