Recency,Frequency,Price_Sum,Price_Mean,Spend_90,Spend_90_flag,Labels,KNN_Predict_Prob,SVC_Predict_Prob,AB_Predict_Prob,RF_Predict_Prob,DT_Predict_Prob
-7.0,109,15.050183486238533,1640.47,208.64000000000004,1.0,1,0.875,0.847099502486094,0.9944848704519014,0.8595208638387142,0.8224460995617676
-71.0,30,58.69866666666666,1760.9599999999998,0.0,0.0,4,0.625,0.8082669399353896,4.0267396332522025e-13,0.27069920476713766,0.2380557832801373
-103.0,30,19.42433333333333,582.7299999999999,0.0,0.0,4,0.25,0.5577903849754454,2.4589631216407e-13,0.17872875971650987,0.17014400892530693
-260.0,13,18.96538461538462,246.55000000000007,461.82000000000005,1.0,1,0.5,0.3124675256488213,0.9993555539273359,0.5838157740940004,0.2710139644282112
-17.0,285,26.206526315789485,7468.860000000003,408.34000000000003,1.0,1,1.0,0.8179271823981257,0.9948515422800996,0.8670868870632675,0.9917419072244261
-81.0,70,40.64114285714287,2844.8800000000006,905.52,1.0,1,1.0,0.8437013394970981,0.999838548041005,0.8334503063979524,0.7451497484326024
-28.0,189,25.415396825396826,4803.51,1612.8799999999997,1.0,1,0.875,0.8009098463148709,0.9998867470732341,0.8661694844751385,0.9553490368222434
-79.0,76,52.85078947368422,4016.6600000000008,1042.66,1.0,1,0.625,0.8037927989242107,0.9998397726460536,0.8352980576570294,0.8073534191776212
0.0,228,28.049254385964893,6395.229999999996,6980.639999999999,1.0,1,1.0,0.7919219864451081,0.9948515422800996,0.8670868870632675,0.9820014752562704
-158.0,20,12.265,245.3,519.8899999999999,1.0,2,0.5,0.38572966782539525,0.9992271969120503,0.5838157740940004,0.27495864579905854
-176.0,19,209.42052631578943,3978.9899999999993,3850.9,1.0,2,0.75,0.7327560228106852,0.9994043340290797,0.6640600607237976,0.4407617152748781
-8.0,16,31.813125000000003,509.01000000000005,0.0,0.0,2,0.5,0.5919798083928814,0.7432764345246308,0.6581944569203224,0.434055364779879
-7.0,103,26.763689320388348,2756.66,2140.0000000000014,1.0,1,0.875,0.8742022843103359,0.9944848704519014,0.8599205390483656,0.8512785953189349
-49.0,49,18.164693877551016,890.0699999999998,2016.78,1.0,1,0.875,0.6966648639423869,0.9997884122273732,0.8181253381236986,0.6275085387119816
-275.0,11,15.77727272727273,173.55,0.0,0.0,3,0.625,0.27749732279478107,7.806681267680475e-12,0.1726727202446917,0.10435433771931985
-30.0,105,25.021619047619048,2627.27,2378.19,1.0,1,1.0,0.8686148009987447,0.9998786374825076,0.8590031364602366,0.835897531403867
-152.0,26,18.326538461538462,476.49,0.0,0.0,0,0.125,0.4808499766763364,8.279573118443628e-08,0.41412177474653766,0.5570421009413418
0.0,132,20.64075757575758,2724.5800000000004,1342.71,1.0,1,1.0,0.8804032857281218,0.9944848704519014,0.8619134055431378,0.8884993168352122
-65.0,8,24.735,197.88,0.0,0.0,4,0.375,0.4233696864726254,1.3512523134925743e-13,0.17727232672502125,0.14937294095856532
-56.0,196,26.56030612244899,5205.8200000000015,3727.7,1.0,1,1.0,0.7800775865144729,0.999869785966233,0.8607327745247381,0.9572232459559451
-43.0,43,16.44395348837209,707.0899999999999,0.0,0.0,4,0.5,0.6474880614077008,1.8597254982986208e-12,0.24917782346721687,0.24246525175737596
-36.0,71,30.65295774647886,2176.359999999999,290.49999999999994,1.0,2,0.875,0.8561214981246253,0.9971702509216591,0.8463320157714236,0.6459433084727335
-17.0,90,24.86944444444445,2238.2500000000005,915.6400000000002,1.0,2,1.0,0.8674128746363148,0.9004008942090331,0.8562983517614197,0.7122534696619589
-38.0,29,28.71034482758621,832.6,1085.1799999999998,1.0,2,0.875,0.6795577641199984,0.9946016609200169,0.7353600504382848,0.4540468382716863
-193.0,19,23.25894736842105,441.91999999999996,505.4800000000001,1.0,2,0.5,0.4331561086229372,0.9992163543931635,0.5838157740940004,0.2500698814746382
-3.0,35,23.625142857142862,826.8800000000001,0.0,0.0,2,0.5,0.7035656509012307,0.837258483635246,0.7717406061007516,0.5102938300023186
-203.0,44,16.847954545454538,741.3099999999997,382.70000000000005,1.0,1,0.625,0.5442615925076928,0.9995661669473127,0.6941219104111201,0.4311952973271278
-84.0,64,15.224843749999993,974.3899999999995,329.24,1.0,2,0.5,0.7004845546638371,0.9961620136646098,0.8201415474303864,0.5032868470066413
-15.0,21,37.16904761904762,780.55,431.5,1.0,1,1.0,0.6750273256754722,0.9877198679560721,0.7379976513921608,0.5858452598537697
-78.0,26,16.959230769230768,440.94,292.95,1.0,1,0.625,0.522691442713599,0.9996188693548931,0.6501763230763998,0.5087743105020784
-52.0,40,18.101,724.04,0.0,0.0,4,0.625,0.6451363838057711,1.0516790710385453e-12,0.2567523215290706,0.22992520220080542
-1.0,315,32.754285714285665,10317.599999999984,8423.320000000003,1.0,1,0.875,0.8408735723092919,0.9948515422800996,0.8670868870632675,0.9972391508736824
-47.0,294,15.74363945578233,4628.630000000005,1600.8499999999995,1.0,1,1.0,0.8133677474106465,0.9998867470732341,0.865407480019425,0.9826149104534541
-23.0,73,15.202602739726027,1109.79,1738.44,1.0,1,0.875,0.7667439136565831,0.9998208317886169,0.8385302503833206,0.7209660747663919
-7.0,273,15.43384615384616,4213.440000000001,2903.03,1.0,1,1.0,0.8423823384233329,0.9948515422800996,0.8670868870632675,0.9800623684878392
-36.0,132,23.189166666666686,3060.9700000000025,3485.610000000001,1.0,1,0.75,0.8642487489134377,0.9998786374825076,0.8609960029550088,0.8800490298769048
0.0,207,42.18019323671499,8731.300000000003,4385.71,1.0,1,1.0,0.845043249117255,0.9948515422800996,0.8670868870632675,0.9873846686602605
-52.0,114,18.815350877192987,2144.9500000000007,1136.6799999999998,1.0,1,1.0,0.8574608892503324,0.9998634937487166,0.8572322998217556,0.8179953429233733
-88.0,158,25.925949367088613,4096.300000000001,1494.5599999999995,1.0,1,1.0,0.8103372534289117,0.9998568325358824,0.8433135019909872,0.9075670514911945
-7.0,56,27.9832142857143,1567.0600000000009,760.0699999999999,1.0,1,1.0,0.8298066293486537,0.9926526141044759,0.8358359708198998,0.7217228618864254
-9.0,285,12.725087719298244,3626.6499999999996,868.6200000000001,1.0,1,0.875,0.8696894980438378,0.9948123908306641,0.8665869858045951,0.9794663121552669
-245.0,15,22.328666666666663,334.92999999999995,0.0,0.0,3,0.375,0.3565317870765524,1.3666946602043852e-11,0.1726727202446917,0.126428679245995
-2.0,165,21.530848484848477,3552.589999999999,1865.3399999999995,1.0,1,1.0,0.8621736351858094,0.9944848704519014,0.862978302553134,0.9320915480069574
-14.0,9,14.043333333333333,126.39,136.82,1.0,2,0.625,0.4336841078437153,0.7311841545801895,0.6563277718849997,0.3888637587552478
-74.0,23,18.121304347826086,416.79,0.0,0.0,4,0.375,0.5145713809847314,2.4589631216407e-13,0.17683731164893962,0.17290316256271898
-66.0,56,14.641250000000008,819.9100000000004,319.43999999999994,1.0,1,0.875,0.6699035643357483,0.9997846349524496,0.806331850518935,0.6226386054462499
-15.0,32,55.43249999999999,1773.8399999999997,2432.4300000000003,1.0,1,0.75,0.8341275585302736,0.9885650378604552,0.7530661401086239,0.6684801824118437
-224.0,160,13.0605,2089.68,0.0,0.0,3,0.5,0.7943105591969121,8.832311335984563e-12,0.32069354246626264,0.5316545189809919
-4.0,147,25.332448979591835,3723.87,0.0,0.0,2,0.875,0.8523736667034102,0.9004008942090331,0.858690893465843,0.8739118708550558
-246.0,1,-1126.0,-1126.0,0.0,0.0,3,0.125,0.13207001839225097,5.973713924686419e-12,0.1726727202446917,0.1446484144921709
-210.0,1,-4.5,-4.5,0.0,0.0,3,0.375,0.2553939975454958,6.534589741579916e-12,0.1726727202446917,0.120498269043784
-141.0,23,3.195652173913045,73.50000000000003,0.0,0.0,0,0.25,0.3341116601812164,1.1942197244214027e-07,0.41345274202660964,0.5388830539644082
-43.0,23,54.69826086956522,1258.06,0.0,0.0,4,0.625,0.7602647726592913,2.787345461477296e-13,0.2836781494661959,0.2258531131224399
-193.0,7,25.214285714285715,176.5,0.0,0.0,0,0.25,0.329174217297354,7.971876397233187e-08,0.41345274202660964,0.4407939616738382
-51.0,33,29.774848484848487,982.57,0.0,0.0,4,0.5,0.7101513532872379,1.0516790710385453e-12,0.27465004377624497,0.22811256752755307
-21.0,35,17.494000000000003,612.2900000000001,-25.5,1.0,2,0.625,0.6319006282876048,0.9949408442658021,0.697953752116146,0.47696104642581566
-176.0,51,19.95450980392157,1017.6800000000002,0.0,0.0,0,0.625,0.6459760257388621,5.798092120401383e-06,0.562673024669752,0.6260386467423475
-262.0,16,23.98125,383.7,0.0,0.0,3,0.5,0.3625592417707083,1.3666946602043852e-11,0.1726727202446917,0.12031284367715467
-89.0,13,44.861538461538466,583.2,728.86,1.0,2,0.5,0.5534962183604747,0.9923271525038682,0.6520430081117226,0.3409961462992407
-35.0,184,8.362499999999997,1538.6999999999996,926.1899999999999,1.0,1,0.875,0.8407883869055152,0.9998858814490555,0.8652699080068146,0.8971628270318974
-19.0,18,18.04611111111111,324.83,1732.06,1.0,1,0.875,0.5168328393173369,0.9996273758526448,0.6595502839622945,0.548210648612211
-51.0,124,16.081451612903226,1994.1000000000001,588.4100000000001,1.0,2,0.875,0.8540762682381074,0.9972970244437234,0.855612041237133,0.7405193082653544
-51.0,38,15.78105263157895,599.6800000000001,0.0,0.0,4,0.25,0.6064391158469874,5.706042849623597e-13,0.2016670485563294,0.2218359837185054
-16.0,63,16.15476190476191,1017.7500000000002,727.82,1.0,1,0.625,0.7500055729328675,0.9918788476706131,0.8370095399762312,0.701249177772387
-71.0,116,26.917931034482763,3122.4800000000005,1363.2400000000002,1.0,1,0.875,0.8495087552062089,0.9998594748493654,0.8415174033132754,0.8426033746383452
-3.0,29,17.941379310344825,520.3,796.3599999999998,1.0,1,0.5,0.6093948859261978,0.9832537065491794,0.6614169689976173,0.6062163626169094
-203.0,15,18.994666666666667,284.92,63.790000000000006,1.0,2,0.625,0.3668876094399451,0.9990871597791375,0.5838157740940004,0.22737891456275428
-21.0,68,18.76720588235295,1276.1700000000005,646.1100000000001,1.0,1,1.0,0.7932369444101485,0.9998450131817431,0.8422458659546009,0.7203196711996303
-17.0,48,24.645833333333325,1182.9999999999995,440.63,1.0,2,0.5,0.7748396175325521,0.8505745672516768,0.8190751788367797,0.550246393940906
-39.0,63,17.28857142857143,1089.18,0.0,0.0,4,0.75,0.7511546128441964,2.4194815105120957e-12,0.33141974515432443,0.3066158555928673
0.0,34,21.069117647058828,716.3500000000001,0.0,0.0,2,0.75,0.6750453577043986,0.8352516132177814,0.7402911696377038,0.5045510968021221
-171.0,231,12.129177489177485,2801.839999999999,1050.66,1.0,1,0.875,0.838175471984974,0.9997684212752674,0.7758471375114852,0.9126723572431966
-1.0,322,28.512919254658375,9181.159999999996,4127.88,1.0,1,1.0,0.849557710946568,0.9948515422800996,0.8670868870632675,0.9965938284758341
-82.0,28,19.147857142857138,536.1399999999999,445.03999999999985,1.0,1,0.625,0.5558931546725894,0.9996115580952301,0.6520430081117226,0.5150638253102852
-168.0,34,18.474999999999998,628.15,372.24,1.0,2,0.625,0.5275165230647838,0.9994827053592846,0.6195908904762483,0.31506259903598244
-106.0,8,25.975,207.8,0.0,0.0,0,0.25,0.3982451412998394,3.0081982005923078e-06,0.43977627576581746,0.5450780922501846
-75.0,5,19.04,95.19999999999999,0.0,0.0,4,0.25,0.374641713857693,1.3512523134925743e-13,0.17683731164893962,0.13711272195271795
-266.0,10,16.8,168.0,0.0,0.0,3,0.375,0.28030927075655804,7.806681267680475e-12,0.1726727202446917,0.10709774900956162
-19.0,138,17.27021739130435,2383.2900000000004,1268.9599999999998,1.0,1,0.75,0.875959021980145,0.9998786374825076,0.861438060632574,0.8772510012102163
-60.0,67,4.670149253731341,312.89999999999986,290.8099999999999,1.0,2,0.375,0.5,0.9946640259037087,0.7440979693187818,0.4986520364625357
-67.0,29,310.37793103448274,9000.96,2990.0,1.0,1,1.0,0.8369692137550155,0.9997353593454799,0.7353793341473653,0.8910558612664905
-219.0,22,24.373181818181816,536.2099999999999,0.0,0.0,3,0.125,0.45001512377506914,1.3666946602043852e-11,0.17320925113283608,0.1557171412977785
-9.0,83,16.911927710843372,1403.6899999999998,697.7,1.0,1,0.75,0.818813193127562,0.9929673774426894,0.8498161256137766,0.7669770495912845
-211.0,16,14.928125,238.85,0.0,0.0,3,0.5,0.34625401696263475,1.3633783688522702e-11,0.1726727202446917,0.1436049137598808
-35.0,78,20.579871794871792,1605.2299999999998,2176.5100000000007,1.0,1,0.875,0.8269348155981486,0.9998577491576718,0.8509023778491226,0.7441968145908302
-170.0,21,21.75714285714286,456.9000000000001,0.0,0.0,0,0.0,0.45705114280321774,8.299712409986398e-08,0.41412177474653766,0.5217426439608025
-190.0,10,13.116999999999999,131.17,0.0,0.0,0,0.125,0.3148826554088006,8.103473592370977e-08,0.41345274202660964,0.4508890310536395
-5.0,382,19.800104712041882,7563.6399999999985,1551.2999999999988,1.0,1,1.0,0.8247277986225282,0.9948515422800996,0.8670868870632675,0.9972266619808935
-1.0,94,22.616808510638293,2125.9799999999996,1939.01,1.0,1,0.75,0.8705679425875196,0.9944848704519014,0.8595208638387142,0.8208003313919067
-30.0,14,17.739285714285714,248.35,271.26,1.0,1,0.5,0.47520898470015444,0.9996273758526448,0.6591082262847293,0.5204555439230341
-136.0,28,5.7335714285714285,160.54,0.0,0.0,0,0.25,0.3718173722760057,1.1942197244214027e-07,0.41345274202660964,0.5625648874088124
-224.0,11,19.85909090909091,218.45000000000002,0.0,0.0,3,0.25,0.32787972662094117,1.136567934970772e-11,0.1726727202446917,0.12944727226833738
-4.0,63,14.725396825396826,927.7,379.2799999999999,1.0,1,0.625,0.7376258546586854,0.9918788476706131,0.8370095399762312,0.708207416947528
-268.0,67,2.923731343283582,195.89,399.5099999999999,1.0,1,0.75,0.30917258233952155,0.9995195609203145,0.6732471579313174,0.38571895615056734
-225.0,76,20.62513157894736,1567.5099999999993,1185.85,1.0,1,0.75,0.7273974788650157,0.9996693590292184,0.7626743182790614,0.5404210856199217
-155.0,24,17.320833333333333,415.7,0.0,0.0,0,0.125,0.4547302294035824,8.4162496725728e-08,0.41345274202660964,0.5448084509042728
-147.0,22,23.24363636363636,511.3599999999999,0.0,0.0,0,0.125,0.4947359493928665,8.299712409986398e-08,0.4153194270619324,0.5538645666397056
-15.0,147,28.668095238095237,4214.21,2973.130000000001,1.0,1,1.0,0.8264094822717499,0.9945264801330094,0.8624133068018103,0.9264757312564004
-36.0,42,16.387857142857143,688.29,1205.6599999999996,1.0,1,0.875,0.646267387466106,0.9997836147628533,0.7437497882729276,0.6126553773945462
-143.0,97,20.441340206185558,1982.809999999999,0.0,0.0,0,0.875,0.8122104731886045,8.82672733755393e-06,0.5984179834782144,0.800741643733204
-277.0,1,-17.0,-17.0,196.94,1.0,1,0.375,0.21914960023205526,0.9993448689135157,0.5838157740940004,0.22469818950262233
-53.0,10,13.15,131.5,515.18,1.0,1,0.625,0.4087030652755274,0.9995967534172957,0.6589050422396028,0.4768531576580982
-99.0,70,140.87685714285718,9861.380000000003,0.0,0.0,4,0.75,0.8398578904819156,1.6549829077502552e-12,0.32467126832549703,0.7536922933971355
-226.0,26,17.417307692307688,452.84999999999985,0.0,0.0,3,0.0,0.4177927065747051,1.3633783688522702e-11,0.1726727202446917,0.15475112780228797
-1.0,18,24.31111111111111,437.59999999999997,0.0,0.0,2,0.5,0.5731925570081741,0.7432764345246308,0.6563277718849997,0.4437997167604872
-17.0,21,19.909523809523808,418.09999999999997,0.0,0.0,2,0.625,0.5562862489239982,0.7428125805680026,0.6563277718849997,0.4327965919074268
-30.0,94,26.72234042553191,2511.8999999999996,808.32,1.0,1,0.875,0.8669879698177556,0.9998786374825076,0.8590031364602366,0.8150235030940636
-151.0,15,17.996666666666666,269.95,348.32,1.0,2,0.25,0.39674168249280806,0.9992271969120503,0.5838157740940004,0.2715513477597306
-92.0,78,18.318076923076926,1428.8100000000002,2254.320000000001,1.0,1,0.75,0.7816821105085904,0.9998349677041884,0.8321379732460045,0.6818194885556259
-70.0,64,24.4371875,1563.98,1438.7000000000003,1.0,1,1.0,0.804169947818951,0.9998427297690977,0.8336205084505558,0.6786694682180751
-35.0,48,17.855000000000008,857.0400000000003,175.54000000000002,1.0,1,0.75,0.6967667808619545,0.9997884122273732,0.816603472139876,0.63817620179733
-21.0,50,38.37120000000001,1918.5600000000004,662.48,1.0,1,0.875,0.8467737878316226,0.9998320084810471,0.8336285660986198,0.7126474095197477
-98.0,29,19.64,569.5600000000001,0.0,0.0,4,0.5,0.556305596559685,2.4589631216407e-13,0.17786998615393895,0.17143866529654458
-170.0,10,17.85,178.5,75.67999999999999,1.0,2,0.375,0.347327410700399,0.9991973923675629,0.5838157740940004,0.24057704867275845
-274.0,3,-2.5,-7.5,0.0,0.0,3,0.25,0.22033703176975675,6.608564528719907e-12,0.1726727202446917,0.09418020279339594
-95.0,43,18.621627906976745,800.73,326.12,1.0,2,0.875,0.6430019709200053,0.9955500335940172,0.7671735133095311,0.424884645533646
-15.0,74,16.820270270270274,1244.7000000000003,813.2899999999998,1.0,1,1.0,0.7931511556410952,0.9929673774426894,0.8441224132686451,0.7368406445595761
-106.0,74,19.763783783783776,1462.5199999999995,1756.4599999999998,1.0,1,0.875,0.7778616105398463,0.9994356993802195,0.7874691392303922,0.660042210822735
-186.0,20,15.779999999999998,315.59999999999997,0.0,0.0,0,0.125,0.3927107212153188,8.4162496725728e-08,0.41345274202660964,0.49269143344862204
-77.0,31,20.47548387096775,634.7400000000002,1656.4500000000005,1.0,1,0.5,0.5957661301423118,0.9996224544309358,0.6599419354152968,0.5346262745551164
-4.0,35,19.63142857142857,687.1,-29.849999999999998,1.0,2,0.375,0.6643226222409516,0.8352516132177814,0.7336787074036505,0.5009250745854824
-25.0,40,42.44450000000002,1697.7800000000009,1517.0300000000002,1.0,1,0.75,0.8281753786351457,0.9998306984684928,0.7919996634764914,0.6742161788057875
-113.0,33,17.02,561.66,777.7499999999998,1.0,1,0.5,0.5447024282300572,0.9990863904538941,0.6256464154567406,0.49434395845057705
0.0,353,28.66130311614729,10117.439999999993,3494.63,1.0,1,0.875,0.8441499666031113,0.9948515422800996,0.8670868870632675,0.9980600651058044
-141.0,11,16.37272727272727,180.09999999999997,0.0,0.0,0,0.125,0.3676185267833322,8.171009224893442e-08,0.41345274202660964,0.5123862683023944
-185.0,18,16.950000000000003,305.1,0.0,0.0,0,0.375,0.38834721495831415,8.4162496725728e-08,0.41345274202660964,0.48778657381822105
-15.0,38,16.87184210526316,641.1300000000001,0.0,0.0,2,0.625,0.6480002345788495,0.816133413057594,0.709275655247738,0.4936024594880699
-120.0,91,28.728791208791204,2614.3199999999997,0.0,0.0,0,0.75,0.8358757268692192,4.13184175485868e-05,0.6115686835030998,0.8303985553205905
-21.0,219,20.73913242009133,4541.870000000002,1846.4799999999996,1.0,1,1.0,0.8173866349635212,0.9998867470732341,0.8666115421527038,0.965966984957565
-5.0,141,19.34631205673758,2727.829999999999,1750.7000000000005,1.0,1,1.0,0.8800861273951652,0.9944848704519014,0.8619134055431378,0.895491255472801
-38.0,88,21.87954545454545,1925.3999999999996,215.23,1.0,2,0.875,0.8493784282165886,0.9974225079273104,0.8521542948850613,0.6707598197652421
-63.0,40,17.090999999999994,683.6399999999998,1005.5399999999996,1.0,2,0.625,0.6273857152024442,0.9954846310048313,0.7258778857582364,0.4463898052879113
0.0,317,17.64936908517352,5594.850000000006,358.3999999999999,1.0,2,1.0,0.7975323803444657,0.90643419906321,0.8638643749859729,0.9853274119413724
-147.0,22,22.095454545454547,486.1,0.0,0.0,0,0.375,0.4855468291344702,8.299712409986398e-08,0.41478289617378805,0.5524581381551772
-24.0,10,18.59,185.9,0.0,0.0,4,0.5,0.4509298181684762,9.44069857005798e-14,0.19078164709332154,0.17812157293029884
-16.0,24,15.268750000000002,366.45000000000005,646.8100000000001,1.0,1,0.875,0.5391307231973624,0.9832537065491794,0.6595502839622945,0.570058366596366
